index	year	month	location	news
25748	2016	1	india	Tritiya Prastuti Committee TPC cadres assaulted two persons identified as Ramvilas Ram and Ramdeep Ram in Aurangabad District on January 3 reports The Times of India The fear of TPC backlash is such that it forced the panchayat mukhiya head of the village level local self government institution Ramji Ram not to lodge a police complaint with Tandawa Police Station after his 70yearold father and brother were assaulted The mukhiya said TPC cadres demanded 20 per cent of the grant sanctioned by the government for welfare schemes in his panchayat TPC is a splinter group of the Communist Party of IndiaMaoist CPIMaoist
26739	2016	3	india	Nadim Mistry once associated with Dawood Ibrahim gang was arrested by Crime Branch detectives on March 13 from Vadodra in Gujarat reports NDTV Nadim Mistry had allegedly helped slain gangster Mangesh Pawar and Pilu Khan also a member of Dawood gang in murdering a person named Hajji in suburban Bandra Mumbai in 1990 Police said
31744	2016	6	pakistan	A homeopathic Ahmadi doctor identified as Dr Chaudry Abdul Khaleeq 50 was shot dead in his clinic in the Abul Hasan Isphani area of Sikander Goth in Gulshan e Iqbal Town of Karachi the provincial capital of Sindh on June 20 reports Dawn Malir Senior Superintendent of Police SSP Rao Anwar confirmed the incident
30012	2016	10	india	Union Home Minister UHM Rajnath Singh said Bahrain not only condemned the terror attacks in Pathankot and Uri but also supported India s counter terror measures ddnews com reported on October 24 He added that terrorism is a global problem and the entire International community has to come together to face the challenges posed by this menace He also lauded Bahrain for starting a Little India in Bahrain project through which both countries are coming closer on emotional level as well
27711	2016	5	india	National Investigation Agency NIA has approached South African authorities seeking details and access to D Company henchman settled there Zahid Miyan alias Jao who played a key role in the conspiracy to target and kill hindu leaders in Gujarat The Times of India reports on May 21 NIA has already given his address in South Africa as 23 Malan Road Korsten Durban Road Port Elizabeth Eastern Cape asking the authorities to arrest him The double murder case in Bharuch Gujarat on November 2 2015 was part of this plan Officials say that Jao who works with Pakistan based Javed Chikna has taken citizenship in South Africa while managing Dawood Ibrahim s illegal businesses there so extradition is the only option now NIA says that Jao along with Chikna masterminded the conspiracy to kill Hindu leaders Jao and Chikna had asked youngsters who work for D Company in India to target Hindu leaders and get jobs in South Africa along with good money He also coordinated the arrangement of hawala illegal money transaction and prepared a list of targets while interacting on chats with Javed Chikna and others in Pakistan Dubai India and other places A red corner notice has already been issued against Jao and if he is caught there NIA team may even seek to visit South Africa and assist in his extradition NIA has already chargesheeted 10 D Company men including Chikna s brother Abid Patel in the conspiracy
30928	2016	12	india	The Enforcement Directorate ED on December 30 registered a cases against Islamic preacher Zakir Naik and his NGO Islamic Research Foundation IRF on the basis of the earlier FIR registered by the National Investigation Agency NIA reports news webindia123 com The cases have been registered under the Prevention of Money Laundering Act PMLA The NIA had in November 2016 registered a case against Naik and others under sections 10 Penalty for being member of an unlawful association and 13 Punishment for unlawful activities and other various sections of the Unlawful Activities Prevention Act UAPA and section 153A promoting enmity between different groups on grounds of religion race place of birth residence language etc and doing acts prejudicial to maintenance of harmony of the Indian Penal Code IPC said the spokesperson The Union Government had declared the IRF as an outlawed organisation under the anti terror law for its alleged terror activities following which the Maharashtra Government said it would keep a close eye on locals and organisations funding the IRF and would be treated as anti social elements However the IRF said it would be arguing before a Central government tribunal against the validity of the ban imposed on it and invoking of the UAPA
30098	2016	10	india	Protestors’ also set ablaze Jammu and Kashmir Bank Branch at Mattan Chowk in Anantnag District
31872	2016	7	pakistan	The Rangers arrested five suspects during an overnight search operation in the Dhobi Ghat and Tauhid Chowk areas of Lines area in Karachi on and recovered weapons from them as well reports The News According to the details Rangers conducted a house to house search operation from where five suspects were arrested along with armaments
26897	2016	3	india	Two Army personnel and a civilian were injured in a grenade attack on a Security Forces SFs party near a Police Station on the National Highway in Bijbehara town in Anantnag District on March 26 reports Daily Excelsior Police said that the militants hurled a grenade on a Police and Army party injuring two Army personnel and one civilian identified as Farooq Ahmad of Dupatyar village of Bijbehara Army men also fired in air after the attack but the militants fled away taking advantage of busy market place Hizbul Mujahideen HM has claimed the responsibility of grenade attack on SFs in Bijbehara town
32567	2016	3	nepal	Federal Alliance organized a protest rally in Kathmandu demanding amendments to the Constitution to address the concerns of Madhesi Janajati and other marginalized communities reports The Himalayan Times on March 19 Federal Socialist Forum Nepal FSF N Chairman Upendra Yadav Co chairman of the party Rajendra Shrestha senior leader of Tarai Madhes Democratic Party TMDP Ram Naresh Ray General Secretary of Sadbhawana Party SP Manish Kumar Suman and Federal Limbuwan State Council FLSC leader Kumar Lingden were among the leaders who led the protest The protesters carrying black flags and placards marched from Shanti Batika Ratna Park to Maitighar Mandala
30422	2016	11	india	Two CRPF personnel were injured when Maoists triggered a landmine blast at Narsapuram in Sukma District on November 21 reports The News Nation The blast was carried out by Maoists at half a kilometre distance away from the CRPF camp Head constables Parvinder and T Sagar were injured during the explosion The jawans inadvertently stepped over the pressure IED set
32676	2016	5	nepal	after protesting outside the country’s main administrative centre Singha Durbar for two consecutive days the Federal Alliance on May 16 decided to picket the Prime Minister’s official residence in Baluwatar on May 17 reports The Himalayan Times As part of their plan to gherao Singha Durbar the Federal Alliance had staged demonstrations at Maitighar Mandala and Hanumansthan for two days According to Federal Alliance spokesperson Sitaram Tamang the Federal Alliance will picket the Prime Minister’s residence in Baluwatar from 10 00am to 5 00pm on May 17
33186	2016	4	srilanka	Opposition parties on April 24 said that the Government must act on a bill passed by Tamil National Alliance TNA controlled Northern Provincial Council NPC calling for a merger of the North and East into one Tamil speaking federal unit reports Colombo Page Leader of the National Freedom Front NFF Wimal Weerawansa stressed that the Government must act against the bill presented by the Chief Minister C V Wigneswaran on April 23 and passed by a majority vote Marxist party Janatha Vimukthi Peramuna JVP parliamentarian Vijitha Herath also said Racism will resurface as a result of this action both Tamil and Sinhala extremist groups will use this resolution to their advantage and ignite racism It does not encourage reconciliation but it stands to encourage separatism and disharmony
27780	2016	5	india	City Police arrested a couple identified as Khanin Swargiari and Roushmi Boro for their links with the I K Songbijit faction of the National Democratic Front of Bodoland NDFB IKS from Guwahati on May 26 reports The Times of India Dispur Police said the two were cadres of the rebel outfit and had already confessed to having links with top leaders of the outfit They were providing shelter to rebels and passing information about various police activities to NDFB S linkmen Investigation will throw light on their other possible subversive activities if any a Police source said The couple was involved in several extortion activities in the city too a Police source said Khanin has criminal records and the duo has been extorting huge money since 2013 for the outfit a Policeman added
27502	2016	5	india	two drivers of dumper trucks identified as Md Sabir 26 and Md Indra Ahmad 45 and a helper identified as Md Akbar 21 who were abducted by suspected cadres of Reformation faction of National Socialist Council of Nagaland NSCN R from Pallel Forest Gate on May 5 2016 were rescued by a combined team of Thoubal commandos and Chandel District Police from Tuisimi village in Chandel District on May 6 reports The Sangai Express It is suspected that they were abducted in connection with a monetary demand
29248	2016	9	india	Police recovered several posters put up by the Communist Party of India Maoist CPI Maoist in Jagdalpur village under Ambadala Police limits in Rayagada District on September 1 exhorting public to oppose multi national companies MNCs and protect their water forest and land reports Odisha Sun Times Maoists in the posters have opposed the establishment of proposed medical college in Kalahandi District with the aid of MNC Vedanta Aluminum Limited VAL reports added The posters claimed to have been affixed by Vamsadhara Ghumusara Nagabali Divisional Committee of the CPI Maoist
25725	2016	1	india	Central Reserve Police Force CRPF and District Armed Force personnel conducted a raid in Beyand village under Manika Police Station in Latehar District and arrested an ‘area commander’ of Communist Party of IndiaMaoist CPIMaoist identified as Kunwar Yadav alias Baleshwar Yadav on January 2 reports Zee News According to Superintendent of Police SP Anup Birtheray Kunwar worked under SubZonal commander Shravan Yadav before becoming area commander Kunwar who was a named accused in five naxalrelated incidents including the attack on BJP MP V D Ram s convoy ahead of the Lok Sabha poll in Patki jungle was living in the village since last two months the SP said
27338	2016	4	india	The CPI Maoist cadres have called for Telangana bandh shut down strike on May 4 and 5 in protest against exploitation and displacement of people in the name of development and ‘Operation Green Hunt’ reports The Hindu CPI Maoist Telangana State Committee official representative Jagan in a press release appealed to people to observe bandh and make it a success
30449	2016	11	india	The demonetization of INR 500 and INR 1000 notes has pushed insurgent outfits in the Northeast into panic mode with reports of the Independent faction of United Liberation Front of Asom ULFAI trying to exchange its extortion money reportedly running into INR 90 million stashed away in its Myanmar hideout reports The Sentinel on November 24 Assam Police Additional Director General of Police ADGP Special Branch Pallav Bhattacharjee said “We have received inputs that ULFA I and few other rebel groups in the Northeast are trying very hard to convert their old notes into legal tenders These outfits are trying to use some businessmen in the region and few tea gardens in upper Assam for the purpose ” adding “We have alerted SPs of the districts concerned to keep an eye on any such development so that ULFAI’s attempt to convert its cash can be thwarted ” Paresh Baruahled ULFAI has engaged some people based in Nagaland and Upper Assam to exchange its spiked cash The outfit has also threatened some tea gardens in Upper Assam to help park its cash in accounts of some people based in Nagaland so that it can be converted into legal currency later Other underground outfits like Khaplang faction of National Socialist Council of Nagaland NSCNK National Democratic Front of Bodoland NDFB and several others too are desperately trying to convert their illgotten money into legal currency
31211	2016	2	pakistan	Rashid Baloch a member of the Baba Ladla gang in Lyari area of Karachi was arrested in the Bhana Mari area of Peshawar the provincial capital of Khyber Pakhtunkhwa on February 20 reports Dawn Peshawar s Counter Terrorism Department CTD and Intelligence Bureau IB jointly raided houses in Bhana Mari along Kohat Road and arrested Rashid Baloch alias Chichi after receiving a tip off that the gangster was currently in Peshawar waiting for a new passport to flee abroad According to initial investigations Baloch had fled to Peshawar because of the Rangers led Karachi operation which began in 2013
27544	2016	5	india	Meghalaya Director General of Police DGP Rajiv Mehta said that Police would provide a safe passage to those militants who want to surrender “but they have to express their desire for talks ” He said that this surrender would definitely have an adverse impact on the functioning of GNLA
26471	2016	2	india	The Centre is ready to talk to Maoists if they lay down arms without any conditions Union Minister of Home Affairs UMHA Rajnath Singh said in Bhubaneswar He said “If they lay down arms and shun violence we are ready to talk to them within the constitutional limits ” Expressing satisfaction over the success in anti Maoist operations in the region the Minister said “I have reviewed the security scenario in Andhra Pradesh and Odisha There has been improvement in curbing Maoist violence ” Asked about the status of the Integrated Action Plan IAP a special development scheme for Maoist affected areas the Minister said “Implementation of the IAP has been discussed in detail We will revive the programme ” In Bhubaneswar Chief Minister Naveen Patnaik appealed to the Home Minister to sanction two companies of Central Forces for combating Maoists
31694	2016	6	pakistan	Unidentified militants blew up a portion of the railway track a two foot portion of the track in an Improvised Explosive Device IED attack in Kolpur area of Bakhtiarabad in Bolan District on June 5 reports Dawn
25799	2016	1	india	Garo Hills Policewith the help of Goalpara Police in Assam on January 8 successfully rescued a child who was abducted by a gang from Mendipather area of North Garo Hills on January 6 reports The Shillong Times North Garo Hills Police with support from Assam Police raided a hideout of the abductors gang and rescued 11 year old Mustaqfizul Rahman The kingpin of the abduction Biswajit Adhikary was also arrested in the raid and operations on both sides of the inter state border are continuing to nab the rest of the gang who fled after seeing the Police arrive at their hideout
27210	2016	4	india	A Communist Party of India Maoist CPI Maoist couple identified as Dasru Pungati alias Vikram 35 and his wife Nirmala 38 allegedly involved in the gun battle at Chhote Baithiya Border Security Force BSF post in Chhattisgarh’s Kanker District on April 12 were arrested from Burgi Pipili village in Gadchiroli District on April 18 reports Indian Express The two were active in Maharashtra Chhattisgarh border area for the past several years and were presently handling the Naxal Left Wing Extremism LWE activities in Bande area of Chhattisgarh Station House Officer SHO of Bande Police Station Naresh Deshmukh said Preliminary investigation revealed the involvement of Dasru and his wife in the attack and their whereabouts were traced to Kasansoor following which a team of BSF and local Police was dispatched there The two were arrested with the help of Kasansoor Police and were brought to Bande Deshmukh said
33279	2016	8	srilanka	People staged a protest on August 17 demanding an Office on Missing Persons OMP in the Northern Province reports Colombo Page Residents of Kilinochchi and Mullaitivu Districts staged the protest saying that setting up the OMP in Colombo will not be any benefit to the people in the North and demanded the Government to set up the OMP in Kilinochchi or Mullaitivu The protesters pointed out that most of the missing people were from North who went missing due to the war and a majority of the missing was from the two Districts They further noted that the families of the missing have to bear huge expenses to come to Colombo to present their grievances or lodge complaints if the OMP was set up in Colombo
29813	2016	10	india	Police arrested two persons identified as San MIyan and Nazir Ali in connection with the circulation of Fake Indian Currency Notes FICN at Attareekhat under the Dimakuchi Police Station in Udalguri District recently reports The Sentinel on October 8 According to reports the duo tried to hand over FICNs amounting to INR 3 lakh to a trader
29822	2016	10	india	State Police sounded general alert in the wake of a CPI Maoist 48 hour countrywide bandh general shutdown call from October 9 reports The Telegraph Reports from Giridih suggest search operations in areas bordering Bihar have been intensified State Police were prepared to thwart any untoward incident spokesman M S Bhatia said
32973	2016	11	nepal	The Federal Alliance FA has rejected the Constitution amendment bill registered at the parliament by the Government reports My Republica on December 1 A meeting of the Central Agitation Main Mobilization Committee of FA concluded that the amendment did not address any of its demands and thereby was not acceptable according to President of Tarai Madhes Democratic Party TMDP Mahantha Thakur The bill does not address the existing ethnic class gender linguistic cultural religious and regional discrimination he said Leaders from the 29 parties affiliated to the Alliance including President of Socialist Forum Nepal SFN Upendra Yadav and Madhesi People s Rights Forum Republican MPRF R Chairman Raj Kishore Yadav were also present in the meeting
27514	2016	5	india	The Central Intelligence Agency of CIA had evidence against the involvement of Pakistan’s spy agency Inter Services Intelligence’s ISI in the November 26 2008 also known as 26 11 Mumbai terror attack reportsIndia com on May 6quoting a report from Washington Post Although Pakistani officials had been consistent on denying their role in the attacks while a report from The Washington Post said that by 2009 US intelligence agencies had gathered enough proof about ISI’s complicity in the terror strikes
29662	2016	9	india	A Garo National Liberation Army GNLA militant identified as Balmit Marak alias Merek was killed in an encounter with Police at Dawa Nengjata village near Williamnagar in East Garo Hills District on September 30 morning reports The Sentinel According to Police there were around 20 militants of the GNLA at the time of the encounter which took place around 5 30 am Police recovered an INSAS in cocked condition five magazines 49 live rounds five live 7 62 mm sniper ammo 15 303 live ammo AK ammo empty case of 303 blank cartridge 4 charger clips a hand grenade seven 3 7 volt LI ion battery and GNLA ID card of Morek Ch Marak from the site “The militants were taking shelter there and the encounter between the SWAT team and GNLA cadres lasted for about 15 20 minutes The cadres fled after the encounter and the police have launched combing operations to track them ” said Police adds The Assam Tribune
