id,target,source,action,action_type,location,date,country,year,news
13349,['civilian'],['militants'],"['injured', 'firing', 'injured', 'shot', 'firing']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Budgam', 'Budgam']",,india,2018,A civilian identified as Ishfaq Ahmad Ganie was critically injured in a firing incident at Chittergam area of Budgam District on November 23 evening reports Daily Excelsior He was injured near an Army camp at Chittergam in Budgam District Defence spokesman Rajesh Kalia said that “Ishfaq Ahmad Ganie was shot at by the militants 500 600 meters away from Army Camp at Chittergam When the Army heard sound of firing the Quick Reaction Team immediately rushed towards the direction of fire to find out what was happening ” When the party reached the spot they saw Ishfaq in a pool of blood
15096,"['people', 'civilians', 'foreigner', 'Policemen', 'staff', 'pilots', 'guests', 'guests', 'guests', 'persons', 'employees', 'persons']","['Taliban', 'Taliban', 'Taliban']","['killed', 'injured', 'attack', 'injured', 'killed', 'attack', 'missing', 'killed', 'assault', 'attack', 'killed', 'attack', 'killed', 'killed', 'attack', 'attack']","['NotSpecified', 'Unknown', 'Unknown', 'Unknown', 'NotSpecified', 'Unknown', 'Kidnapping', 'NotSpecified', 'Unknown', 'Unknown', 'NotSpecified', 'Unknown', 'NotSpecified', 'NotSpecified', 'Unknown', 'Unknown']","['Kabul', 'Kabul']","['January 21', 'January 21', 'January 21']",afghanistan,2018,Ministry of Interior MoI Afghanistan Spokesman Najib Danish confirmed on January 21 that seventeen people had been killed and another nine injured by six Taliban militants in the attack on Kabul Intercontinental Hotel in Bagh e Bala area in Kabul the capital of Afghanistan reports Pajhwok Afghan News The death toll included six civilians including one foreigner and of the nine injured six were Policemen However Farid Paikan Deputy Head of Kam Air airlines said that eleven staff members including pilots and guests had been killed in the attack and some were missing Zabihullah Mujahid Taliban ‘spokesman’ informed through an e mail that five Taliban militants had in fact attacked the Hotel at around 10 00pm on January 20 He claimed a large number of foreign security personnel guests and local guests were killed during the assault Mujahid said the attack came to an end at around 11 00am January 21 Telecommunication and Information Technology Director for Farah Province Jamaluddin Pachakhail Afghan Consul General in Pakistan’s Karachi city Abdullah Wahid Poyan and the High Peace Council HPC Spokesman Ahmad Farzan were among those killed in the attack adds Tolo News Also according to Tolo News 43 persons were killed that included eleven Kam Air employees all of whom were foreigners Earlier South Asia Terrorism Portal SATP had reported on January 21 that two persons were killed in the same attack with no outfit claiming the attack
12370,"['National Conference', 'NC', 'Minister']","['Militants', 'militants']","['attacked', 'attack', 'attack']","['Unknown', 'Unknown', 'Unknown']",['Budgam'],['August 28'],india,2018,Militants attacked the residence of senior National Conference NC leader and former Minister Abdul Rahim Rather in Badipora village of Budgam District on August 28 morning reports Daily Excelsior The security guards deployed at the residence of Rather repulsed the attack forcing the militants to flee from the spot Rather was not present in the house at the time of the attack and no one was injured in the firing
15342,['Policemen'],['Taliban'],"['killed', 'injured', 'attacks']","['Unknown', 'Unknown', 'Unknown']","['Ghazni', 'Paktika']",['February 19'],afghanistan,2018,Two Policemen were killed and three others injured in separate Taliban attacks in unspecified Districts of Ghazni and Paktika Provinces reportsPajhwok Afghan Newson February 19
9691,"['Army', 'people', 'Army', 'Army', 'porters']",,"['injured', 'mine explosion', 'mine', 'exploded', 'blast', 'injured']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Rajouri'],['February 7'],india,2018,Three Army personnel were among six people injured in a mine explosion along the Line of Control LoC in Rajouri District on February 7 evening reports Daily Excelsior An Army team was engaged in a security clearance operation along the LoC in the Sundarbani sector when a mine exploded sources said In the blast three Army personnel and three porters were injured They were hospitalised sources added
15348,['Police Station Chief'],"['assailants', 'assailants']","['killed', 'killed']","['Unknown', 'Unknown']",['Kapisa'],['February 19'],afghanistan,2018,Nawabad Police Station Chief was killed by unidentified assailants in an unspecified District of Kapisa Province on February 19 reports Pajhwok Afghan News Two assailants were also killed in the retaliatory firing according to a local civilian
16897,['polling observers'],['assailants'],['abducted'],['Kidnapping'],"['Nahr i Shahi', 'Balkh']",['October 21'],afghanistan,2018,Four polling observers were abducted by unknown assailants in Nahr i Shahi District of Balkh Province reports Pajhwok Afghan News on October 21
16481,['people'],,"['killed', 'wounded', 'explosion']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Kabul'],['July 22'],afghanistan,2018,14 people were killed and at least 60 others wounded in an explosion outside the gate of the Hamid Karzai International Airport in Kabul city shortly after First Vice President General Abdul Rashid Dostum’s convoy left the area on July 22 reports Tolo News The Ministry of Interior has confirmed that report
16457,['civilians'],,"['injured', 'mine blast']","['Bombing/Explosion', 'Bombing/Explosion']",['Nangarhar'],['July16'],afghanistan,2018,Two civilians lost their lives and at least six others have been injured due to mine blast in Nangarhar Province reports Bhaktar News on July16
13998,"['Soldier', 'Soldier', 'Soldier']","['militants', 'militants']","['killed', 'exchange of fire', 'exchange of fire', 'killed', 'killed']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Pak Afghan', 'Pak Afghan']",['April 26'],pakistan,2018,Three militants and one Soldier were killed during an exchange of fire along Pak Afghan border in Mohmand Agency of Federally Administered Tribal Areas FATA on April 26 reports Dawn Inter Services Public Relations ISPR said that a Soldier deployed at a checkpost near Pak Afghan border embraced martyrdom during an exchange of fire with militants who raided the post from across the border Forces deployed at the checkpost effectively responded and killed three terrorists The killed Soldier was identified as Sepoy Farman Ullah 21
11563,"['bus', 'bus']","['CPI', 'CPI', 'CPI']",['ablaze'],['Unarmed Assault'],"['Bijapur', 'Chhattisgarh']",['June 24'],india,2018,CPI Maoist cadre set ablaze a private bus belonging to Tomar Travels between Timmapura and Basaguda in Bijapur District of Chhattisgarh on June 24 reports The Hitavada A group of CPI Maoist cadres stopped the bus on its way to Basaguda and asked the passengers to alight before setting it on fire Police have launched a combing operation to search for the attackers Basaguda Area Committee of CPI Maoist was involved in the incident said Police
14312,"['Frontier Corps', 'FC', 'FC', 'FC', 'FC']",,"['killed', 'injured', 'attack', 'attack', 'fire', 'injuries', 'died', 'attack']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['Washuk', 'Balochistan']","['on', 'on', 'October 25', 'on']",pakistan,2018,Two Frontier Corps FC soldiers were killed and three others injured in an attack on the convoy of the Inspector General IG of FC in the mountainous area of Nag tehsil revenue unit in Washuk District of Balochistan on October 25 reports Dawn IG Major General Saeed Ahmed Nagra and Commandant of Panjgur Scouts Shajeeullah Qadri who was travelling with him remained unhurt in the attack Official sources said that the convoy was going from Panjgur to Khuzdar When it was passing through the mountainous area of Nag tehsil armed people opened fire on it and fled Five FC personnel received bullet injuries and two of them died on the spot The dead FC soldiers were identified as Hawaldar Yahya Uddin and Lance Naik Saifur Rehman Though no group has so far claimed responsibility for the attack the Baloch Liberation Front BLF has been active in the area
16325,['Driver'],['militants'],['assassinated'],['NotSpecified'],"['Ashtar', 'Daikundi']",['June 20'],afghanistan,2018,Driver of a bus was assassinated by unidentified militants in Ashtar District of Daikundi Province reports Bakhtar News on June 20
16388,"['guards', 'School', 'school']","['Islamic State', 'IS']","['beheaded', 'fire']","['NotSpecified', 'NotSpecified']","['Khogyani', 'Nangarhar']",['July 1'],afghanistan,2018,Three guards of Malikyar High School were beheaded by Islamic State IS militants and the school set on fire in Khogyani District of Nangarhar Province reports Khaama Press on July 1
16581,['guards'],['attackers'],['killed'],['Unknown'],['Faizabad'],['August 23'],afghanistan,2018,Unidentified attackers killed two guards of Badakhshan University in front of the University Gate in Faizabad on August 23 reports Bhaktar News Agency
10015,['workers'],,['abducted'],['Kidnapping'],"['Kangpokpi', 'March 5']",['February 27'],india,2018,Separately two construction workers were abducted on February 27 for a ransom of INR 5 million from Sapemeina in Kangpokpi District reports Imphal Free Press on March 5
16209,"['civilians', 'Police', 'National Directorate of Security', 'NDS']",,"['injured', 'Vehicle Borne Improvised Explosion Device', 'VBIED', 'attack']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Lashkargah', 'Helmand']",['May 31'],afghanistan,2018,Eight civilians were injured in a Vehicle Borne Improvised Explosion Device VBIED attack that targeted a joint base of Police and National Directorate of Security NDS in Lashkargah City District the capital of Helmand Province on May 31 reports Pajhwok Afghan News
16076,['villages'],['Taliban'],['took contro'],['Hijacking'],,['May 14'],afghanistan,2018,Taliban militants took control of two villages of the Khwaja Sabzposh District of Faryab Province reportsPajhwok Afghan Newson May 14
12673,['resident'],['Militants'],"['barged', 'abducted']","['Kidnapping', 'Kidnapping']",['Baramulla'],['September 22'],india,2018,Militants barged into the house of Mushtaq Ahmad Mir 45 a resident of Harwan area in Bomia in Sopore in Baramulla District and abducted him on September 22 night reports Daily Excelsior Mushtaq works as a local labour Police have registered a case and a search has been launched to track him
12358,['person'],"['Militants', 'Militants']",['shot'],['Armed Assault'],['Pulwama'],"['August 28', 'August 28']",india,2018,Militants shot at a person identified as Mohammad Amin Malik at Lorgam village of Tral in Pulwama District on August 28 reports Daily Excelsior Militants fired upon Mohammad Amin Malik resident of Lurgam Tral outside his residence on August 28 afternoon
13230,"['Border Security Force', 'BSF', 'civilian', 'District Reserve Guard', 'BSF']","['Communist Party of India Maoist', 'CPI Maoist', 'CPI Maoist']","['attacks', 'injuring', 'Improvised Explosive Device', 'IED', 'blast', 'injured']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'NotSpecified']",['Bijapur'],['November 14'],india,2018,Communist Party of India Maoist CPI Maoist carried out two near simultaneous attacks injuring four Border Security Force BSF troopers a civilian and one District Reserve Guard in the Mahadev Ghat area of Bijapur District on November 14 reports Odisha TV CPI Maoist carried out the Improvised Explosive Device IED blast aimed at a vehicle carrying the BSF troopers returning from poll duty leaving the six injured
9670,"['Chhattisgarh Armed Force', 'CAF', 'constables']","['Communist Party of India', 'CPI']","['injured', 'Improvised Explosive Device', 'IED', 'blast', 'Injured', 'blast']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Bijapur'],['February 6'],india,2018,Three Chhattisgarh Armed Force CAF personnel were injured in an Improvised Explosive Device IED blast triggered by Communist Party of India Maoist CPI Maoist cadres in Bijapur District on February 6 reports The Asian Age Injured constables Nitesh Dewangan Anil Dhruv and Bhaluram Toppo were returning to their base camp after conducting search operation in Kutru Farshegarh area Deputy Superintendent of Police DSP Khoman Singh said The Security Force SF personnel were returning after carrying out an anti Maoist operation when the blast occurred in a forest near Ranibodli village around 450 kilometres from State capital Raipur
15593,['civilians'],['militant'],"['killed', 'injured', 'Vehicle borne Improvised Devices', 'VBIED', 'attack']","['NotSpecified', 'NotSpecified', 'NotSpecified', 'NotSpecified', 'NotSpecified']","['Lashkargah', 'Helmand']",['March 24'],afghanistan,2018,14 civilians were killed and 42 others were injured in Vehicle borne Improvised Devices VBIED attack conducted by one militant affiliation not specified at the entrance to the Ghazi Ayub Khan Stadium in Lashkargah City District the capital of Helmand Province on March 24 reports Pajhwok Afghan News
16126,"['miners', 'miner']",['Taliban'],"['killed', 'abducted']","['Unknown', 'Kidnapping']","['Maiwand', 'Kandahar', 'Kandahar']",['May 21'],afghanistan,2018,five de miners employed by Aims De mining Company AMDC working on Turkeminstan Afghanistan Pakistan India TAPI Project were killed and another de miner abducted by Taliban militants in the Malang Karez area of Maiwand District of Kandahar Province on May 21 reports Tolo News The pipeline passes through Herat Farah Nimroz Helmand and Kandahar Provinces of Afghanistan
10731,"['civilian', 'civilian']","['People s Liberation Front of India', 'PLFI', 'Communist Party of India Maoist', 'CPI Maoist', 'PLFI', 'PLFI', 'PLFI', 'PLFI']",['killed'],['Unarmed Assault'],['Singhbhum'],['April 18'],india,2018,People s Liberation Front of India PLFI a splinter group of the Communist Party of India Maoist CPI Maoist cadres killed a civilian identified as Ismail Hassa Purti at Saradha village of Bandgaon Police Station area of West Singhbhum District on April 18 reports Live Hindustan Ismail was travelling from weekly fair at Bandgaon to a relative’s house when PLFI cadres led by ‘sub zonal commander’ Ajay Purti have separated the head of Ismail with sharp edged weapon PLFI cadres have set ablaze the motor bike on which Ismail was travelling The Police has recovered dead body of Ismail and torched motor bike from incident site with a note by PLFI cadres alleging Ismail to be a ‘Police Informer’ Another civilian managed to escape from PLFI a cadre who was travelling with Ismail
10481,"['teacher', 'teacher']","['gunmen', 'gunmen', 'gunmen']","['shot', 'fired', 'fired']","['Armed Assault', 'Armed Assault', 'Armed Assault']","['Kulgam', 'Kulgam']",['March 29'],india,2018,Separately a 25 year old Madrassa teacher was shot at by gunmen at Khandaypora area of Kulgam District on March 29 evening adds Daily Excelsior According to report gunmen fired upon Sayer Ahmad Wani a resident of Chancer village in Kulgam District of South Kashmir outside the local mosque at around 8 45 pm Sayer working as a teacher at the local Madrassa at Khandaypora had gone to local mosque for offering prayers and was returning towards the Madrassa when he was fired upon by the gunmen He sustained bullet wound in one of his leg and has been admitted in district hospital for treatment His condition is said to be stable A case has been registered and investigations taken up
16179,"['Police Checkpoints', 'Police checkpoints']","['Taliban', 'Taliban']",['captured'],['Facility/Infrastructure Attack'],"['Khwaja Ghar', 'Takhar', 'Khwaja Ghar']",['May 27'],afghanistan,2018,Taliban militants captured multiple Police Checkpoints in Gurtapa and Islamabad areas of the Khwaja Ghar District of Takhar Province on May 27 reports Pajhwok Afghan News Mohammad Omar the Khwaja Ghar district chief confimed that militants controlled over 50 villages in the district Zabihullah Mujaheed Taliban ‘spokesman’ said that militants seized 17 Police checkpoints and inflicted casualties to several Security Forces
13166,['husband'],"['Communist Party of India Maoist', 'CPI Maoist', 'Communist Party of India', 'CPI', 'CPI']","['killed', 'beaten', 'sticks']","['NotSpecified', 'NotSpecified', 'NotSpecified']","['Sukma', 'Chhattisgarh', 'Sukma', 'Sukma', 'Sukma']",['November 7'],india,2018,A village sarpanch’s head of the Panchayat village level local self Government institution husband was killed by Communist Party of India Maoist CPI Maoist cadres in Sukma District of Chhattisgarh on November 7 reports India TV Kalmu Dhruva the victim was a worker of the Communist Party of India CPI while his wife is sarpanch of Bodko village said Sukma Superintendent of Police SP Abhishek Meena According to villagers he was brutally beaten to death with sticks by the ultras the SP said adding that a Police team has been sent to the spot for further investigation CPI candidate Manish Kunjam is contesting from Konta in Sukma District Maoists have called for a boycott of the assembly polls Polling in 18 constituencies in eight Naxal Left Wing extremism LWE affected Districts—Bastar Kanker Sukma Bijapur Dantewada Narayanpur Kondagaon and Rajnandgaon—will be held on November 12 The remaining 72 constituencies will go to the polls on November 20 Counting of votes will be held on December 11
10440,['youth leader'],"['Communist Party of India Maoist', 'CPI Maoist']","['attacked', 'sharp objects', 'killed', 'attack', 'injuries']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'NotSpecified', 'NotSpecified']",['Bijapur'],['March 27'],india,2018,A youth leader was allegedly attacked with sharp objects and killed by the cadres of the Communist Party of India Maoist CPI Maoist in Bhopalpatnam area of Bijapur District in the wee hours of March 27 today reports Catch News After the attack the youth was rushed to Sironcha Hospital in Gadchiroli District of Maharashtra where he succumbed to his injuries The deceased youth was identified as former District Panchayat village level local self government institution member Jagdish Kondra The reason behind the killing is yet to be ascertained
10453,['persons'],"['Communist Party of India Maoist', 'CPI Maoist', 'CPI']","['killed', 'taken', 'shot']","['Armed Assault', 'Kidnapping', 'Armed Assault']",['Hazaribagh'],"['March 28', 'March 28']",india,2018,Communist Party of India Maoist CPI Maoist cadres killed two persons accusing them of being ‘Police informers’ under Churchu Police Station area in Hazaribagh District late on March 28 reports UNI Police sources said that late last night March 28 Shyamlal Mahto and Ghanashyam Mahto both in their thirties were forcibly taken from their homes located at Ango Nawadih village by an armed squad of the CPI Maoist to the nearby forest and later they were shot dead on the charges of being ‘Police informers’ Police said later body of one of the victim’s was tied to a tree near in the village
11197,"['trucks', 'trucks']","['Communist Party of India Maoist', 'CPI Maoist', 'CPI Maoist']","['ablaze', 'torching']","['Facility/Infrastructure Attack', 'Facility/Infrastructure Attack']",['Lakhisarai'],['May 25'],india,2018,Communist Party of India Maoist CPI Maoist cadres have set ablaze six trucks after pouring kerosene oil at Beldariya village in Lakhisarai District on May 25 reports Dainik Jagran Around 25 30 armed CPI Maoist cadres have poured kerosene on the trucks before torching them They have also raised slogans and escaped into the forest
12294,['Policeman'],"['militants', 'militants']","['killed', 'fired', 'injured', 'injuries']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']",['Pulwama'],['August 22'],india,2018,A Policeman identified as Mohammad Yaqoob was killed by militants at Louswani area of Pulwama District on August 22 reports Daily Excelsior Mohammad Yaqoob was fired upon by the militants from the point blank range outside his home at Louswani village He was critically injured in the firing and succumbed to injuries later on way to Srinagar hospital
16801,['civilians'],,"['killed', 'injured', 'explosion', 'roadside bomb']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']","['Zheri', 'Kandahar']",['October 5'],afghanistan,2018,Two civilians girls were killed and 16 others were injured in an explosion when their vehicle struck a roadside bomb in Zheri District of Kandahar Province reports Pajhwok Afghan News on October 5
9480,"['trucks', 'JCBs', 'tractor', 'workers', 'trucks']","['Maoists', 'Maoists', 'Maoists']","['ablaze', 'abducted']","['Facility/Infrastructure Attack', 'Kidnapping']",['Bhadradri Kothagudem'],['January 27'],india,2018,Maoists set ablaze four trucks two JCBs and a tractor of a construction camp at Bhupatiraopet in the Bhadradri Kothagudem District on January 27 reports Telangana Today They also abducted two workers from one of the trucks but later released them The Maoists left behind a letter saying their action was in protest against the illegal sand mining in the area About 40 to 50 Maoists of the Odisha Special Zonal Committee who had reportedly crossed over from Chhattisgarh carried out the attacks after forming three teams Following the attacks Police sounded an alert in the area and launched combing operations
17044,"['head of Kabul Ulema Council', 'religious scholars']",['militants'],"['shot', 'attack', 'attack']","['Armed Assault', 'Unknown', 'Unknown']",['7th Police District of Kabul'],['November 24'],afghanistan,2018,The head of Kabul Ulema Council Mawlawi Abdul Basir Haqqani was shot dead by unidentified armed militants in Chehel Sutun area in 7th Police District of Kabul city in the Capital region of Afghanistan on November 24 reports Tolo News The attack on Haqqani was carried out days after a deadly attack targeted a gathering of religious scholars in Kabul city The head of Kabul Police media office Basir Mujahid confirmed the incident and said the perpetrator has been arrested by the Police following the incident
14076,['man'],['assailants'],['shot'],['Armed Assault'],"['Awaran', 'Awaran', 'Balochistan']",['June 18'],pakistan,2018,A man identified as Gul Mohammad was shot dead by unidentified assailants in the main bazaar of Awaran town Awaran District in Balochistan on June 18 reports Dawn
10025,['militant'],"['Militants', 'gunmen', 'militants']","['shot', 'injured']","['Armed Assault', 'Armed Assault']",['Pulwama'],"['February 28', 'February 28']",india,2018,Militants shot at and critically injured a former militant identified as Aijaz Ahmad Shah at main town Tral in Pulwama District on February 28 evening reports Daily Excelsior Aijaz Ahmad Shah a resident of Tral received bullet wounds in his legs after being fired upon by the gunmen at around 6 10 pm in the main town The area was cordoned off and searches were conducted against the assailants A Police spokesman said that “at about 6 20 pm today February 28 some unknown militants fired upon one Aijaz Ahmad Shah near Gol Masjid Tral He was immediately taken to SDH Tral wherefrom he has been referred to SMHS Hospital Srinagar for treatment His condition is stated to be critical Police is investigating the case”
16530,['Security Force'],['Taliban'],"['killed', 'attacks']","['Unknown', 'Unknown']",['Laja Mangal'],['August 4'],afghanistan,2018,At least 23 Taliban militants were killed and four Security Force personnel lost their lives after the militants launched coordinated attacks on security outposts in Laja Mangal District reports Khaama Press on August 4
12154,"['passenger train', 'passenger train']",['Maoists'],"['derailed', 'damaged']","['Facility/Infrastructure Attack', 'Facility/Infrastructure Attack']","['Dantewada', 'Chhattisgarh', 'Dantewada']",['August 8'],india,2018,A passenger train Visakhapatnam Kirandul passenger train derailed allegedly after Maoists damaged the rail track near Kamaloor railway station in Dantewada District of Chhattisgarh late on August 8 reports The New Indian Express According to reports however there was no report of any casualties in the incident Dantewada Superintendent of Police SP Abhishek Pallava said
