id,target,source,action,action_type,location,date,country,year,news
22978,"['Security Forces', 'SFs', 'SFs']",['suspected militants'],['fire'],['Armed Assault'],"['Naseerabad', 'Balochistan', 'Naseerabad']",['January 6'],pakistan,2017,At least four suspected militants were killed during an exchange of fire with Security Forces SFs in Uch and other areas of Naseerabad District in Balochistan on January 6 reports Dawn A security officer said that SFs conducted a search operation in Uch and other areas of Naseerabad District Five militants were also arrested Moreover nine sanctuaries of militants were demolished by security personnel
19774,"['Army base', 'Fidayeen', 'Panzgam Army', 'Army personnel', 'senior officer']","['LashkareToiba', 'LeT']","['injury', 'killed']","['Armed Assault', 'Armed Assault']",['Kupwara'],"['April 27', 'April 27', 'April 27']",india,2017,Two LashkareToiba LeT militants who escaped from an Army base after carrying out Fidayeen attack on April 27 were killed in a gun battle in Handwara area of Kupwara District on May 14 reports Daily Excelsior The two militants were killed in a brief encounter in Warpora area of Handwara after 21 Rashtriya Rifles RR of Army and Special Operations Group SoG of Jammu and Kashmir J K Police Handwara carried out an operation on a specific information regarding the presence of militants in Warpora We recovered large quantity of war like stores which includes two AK rifles two pistols” the Commanding Officer 21 RR Colonel Kuldeep Singh said These militants managed to escape from the Panzgam Army base on April 27 and one had received an injury and left his AK47 rifle there Three Army personnel including a senior officer and two militants were killed when militants stormed into an Army base in Panzgam village of North Kashmir’s Kupwara District on April 27
20311,"['show room', 'automobile company']",['militant groups'],"['Improvised Explosive Device', 'IEDs', 'IEDs', 'IEDs']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Imphal West'],['June 12'],india,2017,Three Improvised Explosive Device IEDs were recovered on June 12 which were planted near a show room of an automobile company at Mantripukhri area in Imphal West District reports The Assam Tribune All the three IEDs were safely retrieved and detonated at a safe place by Police According to the Police the planting of the IEDs could be related to monetary demands by militant groups
24225,"['Survey Office', 'survey office']","['Akhil Tarai Janatantrik Tarai Mukti Morcha', 'ATJTMM']","['Improvised Explosive Device', 'IED', 'exploded', 'exploded', 'damaged', 'exploded']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Saptari'],['May 12'],nepal,2017,An Improvised Explosive Device IED exploded at Survey Office in Rajbiraj the District headquarters of Saptari District on May 12 reports The Himalayan Times The bomb which exploded at the office garage damaged a motorcycle and a cycle and blew away the roof of the office building and the garage walls developed cracks However no human casualty was reported as the incident happened when there were no service seekers at the office Meanwhile an underground armed Tarai outfit Akhil Tarai Janatantrik Tarai Mukti Morcha ATJTMM has taken responsibility for the incident Issuing a press statement after the incident ATJTMM Coordinator Jay Krishna Goit said that his outfit had exploded the bomb to warn against rampant corruption at the survey office
23456,"['leader', 'leader']","['unidentified assailants', 'assailants']","['shot', 'dead']","['Assassination', 'Assassination']","['Dera Ismail Khan', 'Dera Ismail Khan']",['August 18'],pakistan,2017,A local leader of the Jamiat Ulema Islam Fazl JUI F Maulana Syed Ataullah Shah was shot dead by unidentified assailants in Banu Ada area of Dera Ismail Khan District of Khyber Pakhtunkhwa on August 18 reports Dawn The assailants targeted Maulana Syed Ataullah Shah while he was walking home after offering Fajr prayers in Banu Ada Shah who was serving as the khateeb sermon giver of a local mosque was considered to be a prominent leader of JUI Dera Ismail Khan and a close aide of JUI F chief Maulana Fazlur Rehman
17653,"['persons', 'woman', 'toddler', 'building', 'SWAT', 'SWAT', 'SWAT', 'SWAT personnel', 'SWAT', 'personnel', 'woman', 'SWAT']","['militant', 'militant', 'militant']","['grenades', 'suicide vest', 'fire', 'grenades', 'exploded', 'explosions', 'inured']","['Bombing/Explosion', 'Bombing/Explosion', 'Armed Assault', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Chittagong'],['March 16'],bangladesh,2017,Five persons including a woman and a toddler were killed in a Police raid on a NeoJama atul Mujahideen Bangladesh JMB den at a twostorey building at Sitakunda in Chittagong District on March 16 reports The Daily Star When the SWAT members were on the roof of the militant den three militants charged towards them up the staircase with grenades in their hands A fourth militant a woman was right behind the three wearing a suicide vest The SWAT members went behind their shields and opened fire Shouting ‘Allahu Akbar’ the three suspects tried to hurl the grenades at the SWAT personnel but they exploded near them and tore their bodies apart The explosions also inured two SWAT personnel and blew off the corrugated iron sheet roof of the staircase The woman died after being shot She fell to the ground before she could blow herself up This is how the 28minute SWAT operation named “Assault 16” ended Later the body of a child aged around three to four months just beside the body of the female militant was recovered None of the suspects was identified
22355,"['soldier', 'soldiers', 'Security Forces', 'SFs', 'SFs', 'Army soldier', 'soldiers']","['militants', 'militants', 'militants', 'Lashkar e Toiba', 'LeT', 'militants']","['killed', 'injured', 'fire', 'killed', 'injured']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'NotSpecified', 'NotSpecified']","['Kupwara', 'Kupwara']",['November 21'],india,2017,Three militants and a soldier were killed while two soldiers were injured in two separate encounters in forests of Kupwara District on November 21 reports Daily Excelsior The Security Forces SFs cordoned off Gujarpati forest area in the Zurhama area of Kupwara District following specific inputs about the presence of two to three militants there As the SFs launched the searches the hiding militants opened fire on troops triggering an encounter in which an Army soldier was killed and two soldiers were injured The operation was going on till the time of reporting Sources said that it was a group of Lashkar e Toiba LeT militants headed by one Saifullah which was on its way towards Line of Control LoC to receive a group of infiltrators
23744,"['Security Force', 'SF', 'trooper', 'SF', 'personnel']",['militants'],"['killed', 'injured', 'fire']","['Armed Assault', 'Armed Assault', 'Armed Assault']","['Turbat', 'Kech', 'Balochistan']",['November 21'],pakistan,2017,Two militants and one Security Force SF trooper were killed while three other SF personnel were injured during an exchange of fire in the Buleda area of Turbat town in Kech District of Balochistan on November 21 reports Dawn
23608,"['persons', 'vehicle', 'vehicle', 'vehicle']",['unidentified assailants'],"['killed', 'injured', 'fire']","['Armed Assault', 'Armed Assault', 'Armed Assault']","['Quetta', 'Balochistan']",['October 9'],pakistan,2017,At least five Shia Hazara persons were killed and one other was seriously injured when unidentified assailants opened fire at their vehicle on Kasi road in Gawalmandi area of Quetta the provincial capital of Balochistan on October 9 today reports Dawn According to the Police the deceased were going to Hazar Ganji Sabzi Mandi in the vehicle when motorcycle borne assailants sprayed bullets at the vehicle and managed to escape
21676,"['civilians', 'woman', 'officers', 'Public Works Minister', 'senior leader', 'Peopleâ€™s Democratic Party', 'PDP', 'civilians', 'Sikh woman', 'Chief Minister', 'minister', 'Minister', 'Minister']","['Hizb ul Mujahideen', 'HM', 'militants', 'terrorists', 'assailants']","['killed', 'injured', 'attacked', 'attacked', 'hand grenade', 'gunfire', 'gunshots', 'attack', 'grenade attack', 'attack', 'attack']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Bombing/Explosion', 'Armed Assault', 'Armed Assault']",['Pulwama'],['September 21'],india,2017,At least three civilians including a woman were killed and 30 others including two officers of the Roads and Buildings R B Department were injured when suspected Hizb ul Mujahideen HM militants attacked the cavalcade of Public Works Minister and senior leader of ruling People’s Democratic Party PDP Naeem Akhtar in Tral town of Pulwama District on September 21 reports The Times of India The slain civilians were identified as Pinky Kaur a Sikh woman student of Islamic University 80 year old Ghulam Nabi Trag and Mohammad Iqbal Khan Naeem Akhtar one of the closest aides of Chief Minister Mehbooba Mufti had gone to Tral for inauguration of a civil works project in the town PDP MLA Member of Legislative Assembly of Tral Mushtaq Ahmad Shah who was traveling in one of the cars said the terrorists attacked the motorcade with a hand grenade and gunfire from automatic rifles The minister escaped unhurt but my bullet proof car received several gunshots Shah said Director General of Police DGP S P Vaid said the target of the attack was the Minister The assailants he said managed to escape in the melee caused by the grenade attack Soon after the attack local youth came to the streets raising pro Azadi and pro Pakistan slogans and pelted stones on the Security Forces SFs deployed in the Tral town for the Minister s security adds The Times of India To disperse the agitating mob SFs used tear gas shells Police claimed More than two dozen people including one Police constable sustained pellet injuries according to Block Medical Officer BMO of Tral sub district hospital
19669,"['persons', 'civilians', 'Policeman', 'civilians', 'persons', 'Policeman']","['militant', 'militant', 'Militants', 'militants', 'militant', 'militant', 'militant']","['killed', 'attack', 'fire', 'grenade', 'ammunition rounds']","['Bombing/Explosion', 'Bombing/Explosion', 'Armed Assault', 'Armed Assault', 'Armed Assault']",['Kulgam'],['May 6'],india,2017,Four persons including two civilians a Policeman and a militant were killed in a militant attack in Kulgam District on May 6 night reports Daily Excelsior Militants travelling in a car opened fire on a police party which had gone to Mir Bazaar area to investigate a road accident Police also retaliated killing one of militants and injuring another who has however escaped A police officer said that four bodies were found at the spot two of them are civilians and one Police man and a militant A grenade and ammunition rounds were recovered during frisking of one of the dead persons who is a militant An Identity card bearing name as Saqib Gania of Qoimoh was recovered from the militant However Police is trying to ascertain his identity The slain Policeman has been identified as Mehmood Ahmad
23646,"['Chinese couple', 'Chinese couple', 'Chinese nationals']","['Islamic State IS', 'Daesh', 'fighters']","['death', 'abducted', 'kidnapped', 'killed', 'death']","['Unknown', 'Kidnapping', 'Kidnapping', 'Unknown', 'Unknown']","['Quetta', 'Balochistan']",['May 24'],pakistan,2017,Foreign Office FO on October 30 confirmed the death of a Chinese couple who had been abducted on May 24 from the Jinnah Town area of Quetta the provincial capital of Balochistan reports Daily Times Islamic State IS also Daesh claimed on June 8 that its fighters had kidnapped and killed Chinese couple Lee Zing Yang 24 and Meng Li Si 26 Now FO said in a statement that the DNA tests had confirmed the death of two Chinese nationals The Government will continue to conduct a thorough investigation and apprehend the perpetrators of this crime and to bring them to justice FO further said in the statement
19223,"['Indian Army', 'Police', 'Police']","['militants', 'I K Songbijit faction of the National Democratic Front', 'NDFB IKS', 'militants']","['live ammunition', 'revolver', 'ammunition', 'Chinese grenade']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Bombing/Explosion']",['Chirang'],['March 30'],india,2017,Two militants of I K Songbijit faction of the National Democratic Front of Bodoland NDFB IKS identified as Lukash Narzary alias Langfa and David Islary were killed following an exchange of fire with a joint team of Indian Army and Police at Simlagri under Amguri Police Station in Chirang District on March 30 reports The Shillong Times One Insas Rifle with 10 rounds of live ammunition one 7 65 revolver with three rounds of ammunition and one Chinese grenade were recovered from the killed militants
23418,"['Police', 'police', 'Police']","['militants', 'chief', 'al Qaeda Indian Subcontinent', 'AQIS', 'terrorists', 'terrorists', 'terrorists', 'terrorists']","['killed', 'fire', 'killed']","['NotSpecified', 'Armed Assault', 'NotSpecified']","['Malir', 'Karachi', 'Sindh']",['July 24'],pakistan,2017,Four militants including Mullah Akbar Swati the chief of al Qaeda Indian Subcontinent AQIS Karachi chapter were killed in an encounter with Police during a raid in the Sachal area of Malir Town in Karachi the provincial capital of Sindh on July 24 reports The News “The spy agencies traced a telephone call in the morning that the terrorists were going to hold a gathering in the area ” Malir Senior Superintendent of Police SSP Rao Anwar said “The surveillance of the area was increased following intelligence sharing and preparations were made for the arrest of the outlaws ” “However the terrorists opened fire on the police team that reached the site of terrorists’ gathering ” the SSP said adding that the Police retaliated and killed four of them Following the encounter a heavy contingent of Rangers reached the site and started searching the area to nab other terrorists
18000,"['Rapid Action Battalion', 'RAB', 'RAB']","['Jama atul Mujahideen Bangladesh', 'JMB']","['blew', 'blasts', 'explosion']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Chapainawabganj'],['November 28'],bangladesh,2017,Three Jama atul Mujahideen Bangladesh JMB militants blew themselves up during an anti terror operation by Rapid Action Battalion RAB at a remote char in Chapainawabganj District on November 28 reports The Daily Star The RAB could not immediately identify the bodies They were unrecognizable due to the powerful blasts The explosion also put the thatched house they were in on fire It was completely burned down with the bodies inside Three improvised explosive devices IEDs seven detonators 12 packs of explosives gel and two pistols were recovered from the spot
22987,"['law enforcers', 'police official']","['Tehreek e Taliban Pakistan', 'TTP', 'terrorists', 'terrorists', 'militants']","['killing', 'extortion', 'attacking', 'killing']","['Unknown', 'Unknown', 'Unknown', 'Unknown']",,,pakistan,2017,Bannu Special Police Unit arrested three suspected Tehreek e Taliban Pakistan TTP terrorists from the Chando Khel area of Lakki Marwat District on January 9 reports Daily Times Police recovered a Kalashnikov rifle three grenades an anti personnel mine explosives and 30 bore pistols The terrorists were identified as Waliullah Amanullah and Ravib The arrested militants were involved in target killing extortion and attacking law enforcers The arrested persons also stole the rifle of police official Ali Badshah after killing him
20215,"['Army', 'Army']","['militants', 'militants', 'militants']",['fired'],['Armed Assault'],"['Gurez', 'Bandipora']",['June 7'],india,2017,Army foiled an infiltration bid by a group of highly trained militants in Kanzalwan area of Gurez in Bandipora District on June 7 adds Daily Excelsior Army noticed movement of a group of 5 6 militants infiltrating into the area and challenged them The militants fired back but managed to escape back to Pakistan occupied Kashmir PoK
18444,"['Border Security Force', 'BSF', 'Security Force', 'SF', 'BSF', 'BSF', 'BSF']","['militants', 'militants', 'militants', 'militants', 'militants', 'militants']","['Under Barrel Grenades', 'attack', 'firing', 'grenades', 'firing', 'attacks', 'fire', 'attack', 'grenade', 'attacks', 'firing']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault', 'Bombing/Explosion', 'Bombing/Explosion', 'Armed Assault']","['Samba', 'Samba', 'Samba']",['February 2'],india,2017,The Border Security Force BSF foiled a major infiltration attempt by the militants on the International Border IB in Samba sector of Samba District on February 2 in which the Security Force SF personnel had a very narrow escape in three Under Barrel Grenades thrown by the militants on them in a bid to enter into this side reports Daily Excelsior Official sources said the militants resorted to heavy attack on forward BSF troops deployed on duty mound in Samba sector at 3 30 pm by firing grenades followed by heavy firing from automatic weapons with a view to force their entry into the Indian side to carry out terror attacks “Alert BSF troops on duty points without caring for their personal safety and security swiftly organized coordinated effective firing on the militants not only to suppress their fire but force them to retreat to Pakistan from where they have been launched into the Indian side for carrying out subversive attack ’’ sources said According to the sources the grenade attacks and firing by the militants was to be followed by the infiltration attempt However finding the BSF troops on very high alert on the IB the militants retreated to Pakistan
17560,"['mosques', 'Bangladeshi Navy']",['JMB'],"['grenade attacks', 'grenade attack']","['Facility/Infrastructure Attack', 'Bombing/Explosion']","['Issa Khan Base', 'Chittagong']",['December 2015'],bangladesh,2017,Mujahideen Bangladesh JMB ‘leader’ Abdul Gaffar resident of Tangail was on January 26 shown arrested in the case filed over carrying out grenade attacks at two mosques inside Bangladeshi Navy’s Issa Khan Base in Chittagong District during Juma prayers Friday Prayers in December 2015 reports Daily Star Earlier on January 15 Police lodged a petition with the Court seeking permission to show him arrested in the grenade attack case said Court sources
18941,"['security convoy', 'security convoy']",['unidentified militants'],"['Improvised Explosive Device', 'IED', 'exploded']","['Bombing/Explosion', 'Bombing/Explosion', 'Facility/Infrastructure Attack']",['Imphal West'],['March 9'],india,2017,One Improvised Explosive Device IED was exploded by unidentified militants targeting a security convoy at Singjamei Super Market in Imphal West District on March 9 reports The Nagaland Post The security convoy narrowly escaped and no injury was reported
22480,"['Security Forces', 'SFs', 'SFs', 'SFs', 'SFs']","['militants', 'Jaish e Mohammed', 'JeM', 'militants']",['firing'],['Armed Assault'],['Budgam'],['November 30'],india,2017,An encounter raged between the Security Forces SFs and the militants in Budgam District early on November 30 reports Daily Excelsior Official source said that on a tip off about the presence of militants SFs and Special Operation Group SOG of Jammu and Kashmir launched a joint search operation in a village in Charar e Sharief in the District early this morning However when the SFs were moving towards a particular area in the village militants hiding there resorted to indiscriminate firing with automatic weapons they said adding SFs also retaliated ensuing an encounter At least two Jaish e Mohammed JeM militants are reportedly trapped Sources said that it is believed two to three militants are hiding in the area No further details waited
18900,"['passenger train', 'resident', 'Director General of Police', 'DGP']","['Islamic State', 'IS']","['firing', 'tear gas', 'smoke bombs', 'killed', 'blast']","['Armed Assault', 'Unarmed Assault', 'Bombing/Explosion', 'Unknown', 'Facility/Infrastructure Attack']","['Lucknow', 'Uttar Pradesh']",['March 8'],india,2017,After 12 hours of intensive firing and the use of tear gas and smoke bombs one Islamic State IS suspect was killed by the Anti Terrorist Squad ATS in Thakurganj area in outskirts of Lucknow in Uttar Pradesh and the operation ended at around 3 am on March 8 reports india com At least six persons were reportedly arrested in an antiterror sweep and combing operation was underway to flush out one suspect holed up in a house hours after a low intensity blast in BhopalUjjain passenger train The body the suspect holed up in the house was identified as Mohammed Saifurullah alias Ali a resident of Kanpur Daljit Chaudhary Uttar Pradesh Director General of Police DGP Law and Order said Police had drilled through a portion of the roof of the house after which the accused was killed Initially the cops believed that there were two terrorists holed up in the house but it was later found that there was only one person NDTV adds that eight pistols 650 rounds of ammunition 50 fired rounds explosives gold cash passports SIM cards and a train time table were found along with the body
18759,"['Special Force', 'SF', 'commandos', 'commandos']","['commanderin chief', 'United Achik Liberation Army', 'UALA', 'armed militants']","['gunfight', 'fired']","['Armed Assault', 'Armed Assault']",['North Garo Hills'],['February 25'],india,2017,A Police team which included Special Force SF 10 commandos in an encounter killed commanderin chief of disbanded United Achik Liberation Army UALA Singbirth N Marak alias Norok X Momin who was on the run in a hideout located inside a forest near Thapa Matronggre village in North Garo Hills District on February 25 night reports Nagaland Post The Police team recovered a Chinese AK47 rifle a US pistol one hand grenade ammunition SIM cards and some documents from the encounter site “The gunfight began when the armed militants fired at the commandos while resisting to surrender ” Dalton P Marak the Superintendent of Police SP of North Garo Hills said Police further claimed that four others had managed to flee the spot under the cover of darkness
23257,"['Frontier Constabulary', 'FC']",,"['injured', 'bomb', 'injured']","['Bombing/Explosion', 'Bombing/Explosion', 'Bombing/Explosion']",['Balochistan'],['May 3'],pakistan,2017,At least three Frontier Constabulary FC personnel were injured as a bomb went off during a search operation in Kech area of same District in Balochistan on May 3 reports Daily Times The injured were rushed to a nearby hospital where they were stated to be in a stable condition
22880,"['Son', 'Bharatiya Janata Party', 'BJP']","['United Liberation Front of Asom Independent', 'ULFA I']",['abducted'],['Kidnapping'],['Tinsukia'],['December 15'],india,2017,Son of a local leader of Bharatiya Janata Party BJP in Tinsukia District identified as Arunab Phukan who was abducted on December 15 by United Liberation Front of Asom Independent ULFA I militants was released on December 25 at Tengmu village bordering Myanmar in Changlang District reports The Telegraph
22864,"['snipers', 'Pakistan army', 'Pakistani troopers']","['Indian Security Forces', 'SFs']",['killed'],['Unknown'],['Rajouri and Poonch'],['December 24'],india,2017,Indian Security Forces SFs killed at least two snipers of Pakistan army on December 24 at Rajouri and Poonch District reports Daily Excelsior Unidentified number of Pakistani troopers has also been wounded in the incident
19700,"['Sub Inspector', 'Sashastra Seema Bal', 'SSB']","['IK Songbijit faction of National Democratic Front of Bodoland', 'NDFB', 'IKS']",['killed'],['Armed Assault'],['Chirang'],['may 9'],india,2017,A unidentified Sub Inspector of 156th battalion Sashastra Seema Bal SSB and a suspected IK Songbijit faction of National Democratic Front of Bodoland NDFB IKS militant were killed in an encounter in the in the forests around Manas National Park in Chirang District on may 9 reports Times Now The SFs have recovered an INSAS rifle from the encounter site and efforts are being made to recover the body of the militant an unnamed officials said
23068,"['Frontier Corps', 'FC', 'Troops']","['suspected militants', 'militants', 'militants']","['injured', 'attacked', 'attack', 'fire']","['Armed Assault', 'Armed Assault', 'Armed Assault', 'Armed Assault']","['PakAfghan border', 'Khyber']",['February 16'],pakistan,2017,Two personnel of the Frontier Corps FC were injured on February 16 when suspected militants attacked a post along the PakAfghan border in Khyber Agency of Federally Administered Tribal Areas FATA reports Dawn Troops effectively responded to the attack carried out by militants from the Afghan side of the border the InterServices Public Relations ISPR statement said According to the ISPR there are reports of a few militants killed in the ensuing exchange of fire
